OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,Latitude,Longitude
66947,FLYING J TRAVEL PLAZA #804,"HWY 101,  HWY 90",Winnipeg,MB,900,4.61898985,49.8954221,-97.1385145
66947,FLYING J TRAVEL PLAZA #804,"HWY 101,  HWY 90",Winnipeg,MB,900,4.62102914,49.8954221,-97.1385145
66948,CIRCLE K #4707618,"I-481, EXIT 8 & CR-82",East Syracuse,NY,220,3.799,43.0620835,-76.051995
66951,BERKLYS TRAVEL CENTER #3,US-377/US-87,Brady,TX,575,3.61566666,31.1348229,-99.3349188
66953,LOVES TRAVEL STOP #355,"I-65, EXIT 16",Memphis,IN,415,3.949,38.4879754,-85.7719483
66954,LOVES TRAVEL STOP #344,I-240 EXIT 21 & US-78/SR-4,Memphis,TN,435,3.249,35.8572089,-90.0354509
66955,LOVES TRAVEL STOP #349,"I-8, EXIT 3",Yuma,AZ,900,3.50233333,32.6793226,-114.54999
66956,LOVES TRAVEL STOP #348,"I-69/I-24, EXIT 27 & US-62",Calvert City,KY,490,3.689,36.9920138,-88.3371252
66957,LOVES TRAVEL STOP #346,I-65 EXIT 46 & SR-99,Columbia,TN,460,3.789,35.6347578,-87.0125172
66958,FLYING J FUEL STOP #813,HWY 2,Airdrie                                 ,AB,50,4.40695023,51.2875435,-114.00077
66958,FLYING J FUEL STOP #813,HWY 2,Airdrie                                 ,AB,50,4.59317483,51.2875435,-114.00077
66958,FLYING J FUEL STOP #813,HWY 2,Airdrie                                 ,AB,50,4.59114784,51.2875435,-114.00077
66958,FLYING J FUEL STOP #813,HWY 2,Airdrie                                 ,AB,50,4.39722401,51.2875435,-114.00077
66958,FLYING J FUEL STOP #813,HWY 2,Airdrie                                 ,AB,50,4.60163996,51.2875435,-114.00077
66958,FLYING J FUEL STOP #813,HWY 2,Airdrie                                 ,AB,50,4.59452716,51.2875435,-114.00077
66959,PILOT TRAVEL CENTERS #388,"I-20 & I-59, EXIT 151",Meridian,MS,705,2.979,32.344571,-88.767113
66961,CIRCLE K #2707020,"I-4, EXIT 32 & US-98/SR-700/SR-35",Lakeland,FL,225,3.414,29.927379,-85.390407
66962,PILOT TRAVEL CENTERS #242,"I-74, EXIT 109",Shelbyville,IN,375,3.999,39.5497485,-85.7731874
66962,PILOT TRAVEL CENTER #242,"I-74, EXIT 109",Shelbyville,IN,375,3.999,39.5497485,-85.7731874
66963,SPARTA TRAVEL CENTER,"I-90, EXIT 28",Sparta,WI,420,3.179,43.9236354,-90.8028291
66964,PILOT TRAVEL CENTERS #239,US-30/US-23,Upper Sandusky,OH,411,3.899,40.8172315,-83.23645859999999
66965,EATONTON TRAVEL CENTER,US-441/US/129/SR-24,Eatonton,GA,67,3.249,33.2970535,-83.3846413
66966,LOVES TRAVEL STOP #352,I-71 EXIT 65,Jeffersonville,OH,315,3.42233333,39.646089,-83.5484434
66967,FLYING J #461,"HWY-401, EXIT 56 & HWY-42",Tilbury,ON,620,4.46211176,42.2707853,-82.4279516
66967,FLYING J #461,"HWY-401, EXIT 56 & HWY-42",Tilbury,ON,620,4.45292033,42.2707853,-82.4279516
66967,FLYING J #461,"HWY-401, EXIT 56 & HWY-42",Tilbury,ON,620,4.45521463,42.2707853,-82.4279516
66967,FLYING J #461,"HWY-401, EXIT 56 & HWY-42",Tilbury,ON,620,4.45390331,42.2707853,-82.4279516
66967,FLYING J #461,"HWY-401, EXIT 56 & HWY-42",Tilbury,ON,620,4.45193778,42.2707853,-82.4279516
66967,FLYING J #461,"HWY-401, EXIT 56 & HWY-42",Tilbury,ON,620,4.46276974,42.2707853,-82.4279516
66968,FLYING J TRAVEL PLAZA #675,US-136 & SR-27,Wayland,MO,345,3.30566666,40.3923292,-91.5809423
66972,PETRO STOPPING CENTER #339,"I-90, EXIT 272",Spokane,WA,970,3.999,47.6456358,-117.4534088
66972,PETRO STOPPING CENTER #339,"I-90, EXIT 272",Spokane,WA,970,3.959,47.6456358,-117.4534088
66973,FLYING J TRAVEL PLAZA #835,HWY 59 & WARMAN RD,Winnipeg                                ,MB,900,4.63022827,49.8908479,-97.07216249999999
66973,FLYING J TRAVEL PLAZA #835,HWY 59 & WARMAN RD,Winnipeg                                ,MB,900,4.62238967,49.8908479,-97.07216249999999
66973,FLYING J TRAVEL PLAZA #835,HWY 59 & WARMAN RD,Winnipeg                                ,MB,900,4.62102914,49.8908479,-97.07216249999999
66973,FLYING J TRAVEL PLAZA #835,HWY 59 & WARMAN RD,Winnipeg                                ,MB,900,4.61898985,49.8908479,-97.07216249999999
66973,FLYING J TRAVEL PLAZA #835,HWY 59 & WARMAN RD,Winnipeg                                ,MB,900,4.62000927,49.8908479,-97.07216249999999
66973,FLYING J TRAVEL PLAZA #835,HWY 59 & WARMAN RD,Winnipeg                                ,MB,900,4.6295456,49.8908479,-97.07216249999999
66976,FLYING J FUEL STOP #799,"HWY 1, LICKMAN EXIT",Chilliwack                              ,BC,800,4.74116815,49.1455571,-121.9586571
66976,FLYING J FUEL STOP #799,"HWY 1, LICKMAN EXIT",Chilliwack                              ,BC,800,4.73244636,49.1455571,-121.9586571
66976,FLYING J FUEL STOP #799,"HWY 1, LICKMAN EXIT",Chilliwack                              ,BC,800,4.7314019,49.1455571,-121.9586571
66976,FLYING J FUEL STOP #799,"HWY 1, LICKMAN EXIT",Chilliwack                              ,BC,800,4.74186729,49.1455571,-121.9586571
66976,FLYING J FUEL STOP #799,"HWY 1, LICKMAN EXIT",Chilliwack                              ,BC,800,4.7303579,49.1455571,-121.9586571
66976,FLYING J FUEL STOP #799,"HWY 1, LICKMAN EXIT",Chilliwack                              ,BC,800,4.73383969,49.1455571,-121.9586571
66977,FLYING J TRAVEL PLAZA #827,HWY 1,Abbotsford                              ,BC,800,4.74116815,49.0334797,-122.2644466
66977,FLYING J TRAVEL PLAZA #827,HWY 1,Abbotsford                              ,BC,800,4.73244636,49.0334797,-122.2644466
66977,FLYING J TRAVEL PLAZA #827,HWY 1,Abbotsford                              ,BC,800,4.7303579,49.0334797,-122.2644466
66977,FLYING J TRAVEL PLAZA #827,HWY 1,Abbotsford                              ,BC,800,4.73383969,49.0334797,-122.2644466
66977,FLYING J TRAVEL PLAZA #827,HWY 1,Abbotsford                              ,BC,800,4.7314019,49.0334797,-122.2644466
66977,FLYING J TRAVEL PLAZA #827,HWY 1,Abbotsford                              ,BC,800,4.74186729,49.0334797,-122.2644466
66978,FLYING J FUEL STOP #805,HWY 27 & ALBION RD,Etobicoke,ON,720,4.46211176,43.7442533,-79.6077128
66978,FLYING J FUEL STOP #805,HWY 27 & ALBION RD,Etobicoke,ON,720,4.45390331,43.7442533,-79.6077128
66978,FLYING J FUEL STOP #805,HWY 27 & ALBION RD,Etobicoke,ON,720,4.45292033,43.7442533,-79.6077128
66978,FLYING J FUEL STOP #805,HWY 27 & ALBION RD,Etobicoke,ON,720,4.45193778,43.7442533,-79.6077128
66978,FLYING J FUEL STOP #805,HWY 27 & ALBION RD,Etobicoke,ON,720,4.46276974,43.7442533,-79.6077128
66978,FLYING J FUEL STOP #805,HWY 27 & ALBION RD,Etobicoke,ON,720,4.45521463,43.7442533,-79.6077128
66979,FLYING J CARDLOCK #820,HWY 40 S,Grande Prairie,AB,80,5.01246474,55.170691,-118.7884808
66979,FLYING J CARDLOCK #820,HWY 40 S,Grande Prairie,AB,80,5.02096483,55.170691,-118.7884808
66979,FLYING J CARDLOCK #820,HWY 40 S,Grande Prairie,AB,80,5.0109894,55.170691,-118.7884808
66979,FLYING J CARDLOCK #820,HWY 40 S,Grande Prairie,AB,80,5.02022455,55.170691,-118.7884808
66979,FLYING J CARDLOCK #820,HWY 40 S,Grande Prairie,AB,80,5.00877802,55.170691,-118.7884808
66979,FLYING J CARDLOCK #820,HWY 40 S,Grande Prairie,AB,80,5.00988347,55.170691,-118.7884808
66981,FLYING J CARDLOCK #830,ALASKY HWYN & 17TH ST,Dawson Creek,BC,80,5.17811523,55.7628113,-120.2505568
66981,FLYING J CARDLOCK #830,ALASKY HWYN & 17TH ST,Dawson Creek,BC,80,5.18765839,55.7628113,-120.2505568
66981,FLYING J CARDLOCK #830,ALASKY HWYN & 17TH ST,Dawson Creek,BC,80,5.17963978,55.7628113,-120.2505568
66981,FLYING J CARDLOCK #830,ALASKY HWYN & 17TH ST,Dawson Creek,BC,80,5.18842336,55.7628113,-120.2505568
66981,FLYING J CARDLOCK #830,ALASKY HWYN & 17TH ST,Dawson Creek,BC,80,5.1758301,55.7628113,-120.2505568
66981,FLYING J CARDLOCK #830,ALASKY HWYN & 17TH ST,Dawson Creek,BC,80,5.17697241,55.7628113,-120.2505568
66983,FLYING J FUEL STOP #801,HWY 97 SOUTH,Prince George                           ,BC,850,4.95528079,53.9339942,-122.7583522
66983,FLYING J FUEL STOP #801,HWY 97 SOUTH,Prince George                           ,BC,850,4.953094,53.9339942,-122.7583522
66983,FLYING J FUEL STOP #801,HWY 97 SOUTH,Prince George                           ,BC,850,4.96441327,53.9339942,-122.7583522
66983,FLYING J FUEL STOP #801,HWY 97 SOUTH,Prince George                           ,BC,850,4.96514532,53.9339942,-122.7583522
66983,FLYING J FUEL STOP #801,HWY 97 SOUTH,Prince George                           ,BC,850,4.95418716,53.9339942,-122.7583522
66983,FLYING J FUEL STOP #801,HWY 97 SOUTH,Prince George                           ,BC,850,4.95673973,53.9339942,-122.7583522
66984,FLYING J TRAVEL PLAZA #807,HWY 401,Mississauga,ON,720,4.45521463,43.658475,-79.6170787
66984,FLYING J TRAVEL PLAZA #807,HWY 401,Mississauga,ON,720,4.45292033,43.658475,-79.6170787
66984,FLYING J TRAVEL PLAZA #807,HWY 401,Mississauga,ON,720,4.46211176,43.658475,-79.6170787
66984,FLYING J TRAVEL PLAZA #807,HWY 401,Mississauga,ON,720,4.45193778,43.658475,-79.6170787
66984,FLYING J TRAVEL PLAZA #807,HWY 401,Mississauga,ON,720,4.46276974,43.658475,-79.6170787
66984,FLYING J TRAVEL PLAZA #807,HWY 401,Mississauga,ON,720,4.45390331,43.658475,-79.6170787
66986,FLYING J CARDLOCK #832,HWY 1,New Westminster,BC,800,5.18765839,50.6451101,-119.907647
66986,FLYING J CARDLOCK #832,HWY 1,New Westminster,BC,800,5.17697241,50.6451101,-119.907647
66986,FLYING J CARDLOCK #832,HWY 1,New Westminster,BC,800,5.17963978,50.6451101,-119.907647
66986,FLYING J CARDLOCK #832,HWY 1,New Westminster,BC,800,5.1758301,50.6451101,-119.907647
66986,FLYING J CARDLOCK #832,HWY 1,New Westminster,BC,800,5.17811523,50.6451101,-119.907647
66986,FLYING J CARDLOCK #832,HWY 1,New Westminster,BC,800,5.18842336,50.6451101,-119.907647
66987,LOVES TRAVEL STOP #354,"US-78 & I-20, EXIT 172",Thomson,GA,135,3.849,33.6005676,-86.3240637
66988,FLYING J CARDLOCK #821,HWY-3 & HWY-4,Lethbridge,AB,50,4.62102914,49.7004233,-112.7788995
66988,FLYING J CARDLOCK #821,HWY-3 & HWY-4,Lethbridge,AB,50,4.63022827,49.7004233,-112.7788995
66988,FLYING J CARDLOCK #821,HWY-3 & HWY-4,Lethbridge,AB,50,4.61898985,49.7004233,-112.7788995
66988,FLYING J CARDLOCK #821,HWY-3 & HWY-4,Lethbridge,AB,50,4.6295456,49.7004233,-112.7788995
66988,FLYING J CARDLOCK #821,HWY-3 & HWY-4,Lethbridge,AB,50,4.62238967,49.7004233,-112.7788995
66988,FLYING J CARDLOCK #821,HWY-3 & HWY-4,Lethbridge,AB,50,4.62000927,49.7004233,-112.7788995
66991,FLYING J TRAVEL PLAZA #793,HWY 1,Calgary,AB,50,4.59114784,51.0669905,-114.0854177
66991,FLYING J TRAVEL PLAZA #793,HWY 1,Calgary,AB,50,4.39722401,51.0669905,-114.0854177
66991,FLYING J TRAVEL PLAZA #793,HWY 1,Calgary,AB,50,4.59452716,51.0669905,-114.0854177
66991,FLYING J TRAVEL PLAZA #793,HWY 1,Calgary,AB,50,4.60163996,51.0669905,-114.0854177
66991,FLYING J TRAVEL PLAZA #793,HWY 1,Calgary,AB,50,4.60231851,51.0669905,-114.0854177
66991,FLYING J TRAVEL PLAZA #793,HWY 1,Calgary,AB,50,4.59317483,51.0669905,-114.0854177
66992,FLYING J CARDLOCK #814,HWY 1,Calgary,AB,50,4.59317483,51.0669905,-114.0854177
66992,FLYING J CARDLOCK #814,HWY 1,Calgary,AB,50,4.59452716,51.0669905,-114.0854177
66992,FLYING J CARDLOCK #814,HWY 1,Calgary,AB,50,4.59114784,51.0669905,-114.0854177
66992,FLYING J CARDLOCK #814,HWY 1,Calgary,AB,50,4.60231851,51.0669905,-114.0854177
66992,FLYING J CARDLOCK #814,HWY 1,Calgary,AB,50,4.60163996,51.0669905,-114.0854177
66992,FLYING J CARDLOCK #814,HWY 1,Calgary,AB,50,4.59216111,51.0669905,-114.0854177
66993,PILOT TRAVEL CENTERS #198,US-30 & US-31,Plymouth,IN,465,3.869,41.3712834,-86.2812285
66993,PILOT TRAVEL CENTER #198,US-30 & US-31,Plymouth,IN,465,3.859,41.3712834,-86.2812285
66994,PILOT TRAVEL CENTERS #303,US-24/US-6 & SR-108,Napoleon                                ,OH,550,3.71066666,41.396378,-84.1479317
66995,PILOT TRAVEL CENTERS #322,"I-86, EXIT 37",Bath,NY,190,4.499,42.3314757,-77.3233437
66997,LOVES TRAVEL STOP #289,"I-20, EXIT 49 & SR-531",Minden,LA,745,3.149,32.6265071,-93.2496216
67007,FLYING J TRAVEL PLAZA #795,HWY 2,Nisku                                   ,AB,80,4.40630048,53.3380179,-113.5479005
67007,FLYING J TRAVEL PLAZA #795,HWY 2,Nisku                                   ,AB,80,4.39948962,53.3380179,-113.5479005
67007,FLYING J TRAVEL PLAZA #795,HWY 2,Nisku                                   ,AB,80,4.39722401,53.3380179,-113.5479005
67007,FLYING J TRAVEL PLAZA #795,HWY 2,Nisku                                   ,AB,80,4.39625375,53.3380179,-113.5479005
67007,FLYING J TRAVEL PLAZA #795,HWY 2,Nisku                                   ,AB,80,4.40695023,53.3380179,-113.5479005
67007,FLYING J TRAVEL PLAZA #795,HWY 2,Nisku                                   ,AB,80,4.3981947,53.3380179,-113.5479005
67008,TA ST LOUIS EAST TRAVEL CENTER,"I-55, EXIT 18",Troy,IL,574,3.439,38.7284316,-89.9137887
67008,TA ST LOUIS EAST TRAVEL CENTER,"I-55, EXIT 18",Troy,IL,574,3.619,38.7284316,-89.9137887
67008,TA ST LOUIS EAST TRAVEL CENTER,"I-55, EXIT 18",Troy,IL,574,3.629,38.7284316,-89.9137887
67008,TA ST LOUIS EAST TRAVEL CENTER,"I-55, EXIT 18",Troy,IL,574,3.439,38.7284316,-89.9137887
67008,TA ST LOUIS EAST TRAVEL CENTER,"I-55, EXIT 18",Troy,IL,574,3.489,38.7284316,-89.9137887
67008,TA ST LOUIS EAST TRAVEL CENTER,"I-55, EXIT 18",Troy,IL,574,3.379,38.7284316,-89.9137887
67009,PILOT TRAVEL CENTERS #407,"I-35, EXIT 194",Clear Lake,IA,433,3.659,43.1335721,-93.3562503
67009,PILOT TRAVEL CENTER #407,"I-35, EXIT 194",Clear Lake,IA,433,3.659,43.1335721,-93.3562503
67011,FLYING J CARDLOCK #844,HWY 16,Yorkton                                 ,SK,550,4.89957219,51.2055713,-102.4494836
67011,FLYING J CARDLOCK #844,HWY 16,Yorkton                                 ,SK,550,4.90860199,51.2055713,-102.4494836
67011,FLYING J CARDLOCK #844,HWY 16,Yorkton                                 ,SK,550,4.90101472,51.2055713,-102.4494836
67011,FLYING J CARDLOCK #844,HWY 16,Yorkton                                 ,SK,550,4.89740997,51.2055713,-102.4494836
67011,FLYING J CARDLOCK #844,HWY 16,Yorkton                                 ,SK,550,4.89849084,51.2055713,-102.4494836
67011,FLYING J CARDLOCK #844,HWY 16,Yorkton                                 ,SK,550,4.90932581,51.2055713,-102.4494836
67014,FLYING J FUEL STOP #803,HWY 1 EAST,Portage La Prairie                      ,MB,900,4.63022827,49.9479564,-98.2905758
67014,FLYING J FUEL STOP #803,HWY 1 EAST,Portage La Prairie                      ,MB,900,4.62238967,49.9479564,-98.2905758
67014,FLYING J FUEL STOP #803,HWY 1 EAST,Portage La Prairie                      ,MB,900,4.62000927,49.9479564,-98.2905758
67014,FLYING J FUEL STOP #803,HWY 1 EAST,Portage La Prairie                      ,MB,900,4.6295456,49.9479564,-98.2905758
67014,FLYING J FUEL STOP #803,HWY 1 EAST,Portage La Prairie                      ,MB,900,4.62102914,49.9479564,-98.2905758
67014,FLYING J FUEL STOP #803,HWY 1 EAST,Portage La Prairie                      ,MB,900,4.61898985,49.9479564,-98.2905758
67016,FLYING J CARDLOCK #842,HWY 11,Regina,SK,550,4.7314019,50.4452112,-104.6188944
67016,FLYING J CARDLOCK #842,HWY 11,Regina,SK,550,4.74116815,50.4452112,-104.6188944
67016,FLYING J CARDLOCK #842,HWY 11,Regina,SK,550,4.73383969,50.4452112,-104.6188944
67016,FLYING J CARDLOCK #842,HWY 11,Regina,SK,550,4.74186729,50.4452112,-104.6188944
67016,FLYING J CARDLOCK #842,HWY 11,Regina,SK,550,4.7303579,50.4452112,-104.6188944
67016,FLYING J CARDLOCK #842,HWY 11,Regina,SK,550,4.73244636,50.4452112,-104.6188944
67018,FLYING J CARDLOCK #822,HWY 16,Lloydminster,AB,80,4.56532053,53.2781252,-110.0543039
67018,FLYING J CARDLOCK #822,HWY 16,Lloydminster,AB,80,4.57440876,53.2781252,-110.0543039
67018,FLYING J CARDLOCK #822,HWY 16,Lloydminster,AB,80,4.57373432,53.2781252,-110.0543039
67018,FLYING J CARDLOCK #822,HWY 16,Lloydminster,AB,80,4.56330583,53.2781252,-110.0543039
67018,FLYING J CARDLOCK #822,HWY 16,Lloydminster,AB,80,4.56666465,53.2781252,-110.0543039
67018,FLYING J CARDLOCK #822,HWY 16,Lloydminster,AB,80,4.56431296,53.2781252,-110.0543039
67019,FLYING J CARDLOCK #829,HWY 3,Creston                                 ,BC,50,5.15177727,49.1050631,-116.5197518
67019,FLYING J CARDLOCK #829,HWY 3,Creston                                 ,BC,50,5.14912426,49.1050631,-116.5197518
67019,FLYING J CARDLOCK #829,HWY 3,Creston                                 ,BC,50,5.14798808,49.1050631,-116.5197518
67019,FLYING J CARDLOCK #829,HWY 3,Creston                                 ,BC,50,5.1605136,49.1050631,-116.5197518
67019,FLYING J CARDLOCK #829,HWY 3,Creston                                 ,BC,50,5.15975275,49.1050631,-116.5197518
67019,FLYING J CARDLOCK #829,HWY 3,Creston                                 ,BC,50,5.15026093,49.1050631,-116.5197518
67020,FLYING J CARDLOCK #828,HWY 95A,Cranbrook,BC,50,5.0109894,49.5415597,-115.7390562
67020,FLYING J CARDLOCK #828,HWY 95A,Cranbrook,BC,50,5.01246474,49.5415597,-115.7390562
67020,FLYING J CARDLOCK #828,HWY 95A,Cranbrook,BC,50,5.02022455,49.5415597,-115.7390562
67020,FLYING J CARDLOCK #828,HWY 95A,Cranbrook,BC,50,5.00988347,49.5415597,-115.7390562
67020,FLYING J CARDLOCK #828,HWY 95A,Cranbrook,BC,50,5.00877802,49.5415597,-115.7390562
67020,FLYING J CARDLOCK #828,HWY 95A,Cranbrook,BC,50,5.02096483,49.5415597,-115.7390562
67024,FLYING J FUEL STOP #811,HWY-1,Moose Jaw,SK,550,4.6295456,50.4257038,-105.5495945
67024,FLYING J FUEL STOP #811,HWY-1,Moose Jaw,SK,550,4.62102914,50.4257038,-105.5495945
67024,FLYING J FUEL STOP #811,HWY-1,Moose Jaw,SK,550,4.63022827,50.4257038,-105.5495945
67024,FLYING J FUEL STOP #811,HWY-1,Moose Jaw,SK,550,4.62000927,50.4257038,-105.5495945
67024,FLYING J FUEL STOP #811,HWY-1,Moose Jaw,SK,550,4.61898985,50.4257038,-105.5495945
67024,FLYING J FUEL STOP #811,HWY-1,Moose Jaw,SK,550,4.62238967,50.4257038,-105.5495945
67027,FLYING J FUEL STOP #806,HWY 11,Kapuskasing,ON,460,5.30006238,49.4092767,-82.4038381
67027,FLYING J FUEL STOP #806,HWY 11,Kapuskasing,ON,460,5.28953245,49.4092767,-82.4038381
67027,FLYING J FUEL STOP #806,HWY 11,Kapuskasing,ON,460,5.2910898,49.4092767,-82.4038381
67027,FLYING J FUEL STOP #806,HWY 11,Kapuskasing,ON,460,5.28719815,49.4092767,-82.4038381
67027,FLYING J FUEL STOP #806,HWY 11,Kapuskasing,ON,460,5.29928094,49.4092767,-82.4038381
67027,FLYING J FUEL STOP #806,HWY 11,Kapuskasing,ON,460,5.28836504,49.4092767,-82.4038381
67030,LOVES TRAVEL STOP #337,"I-90 & I-35, EXIT 11",Albert Lea,MN,515,4.089,43.6869183,-93.3550178
67031,FLYING J CARDLOCK #798,HWY 91,Delta,BC,800,5.17963978,49.1457193,-122.9427391
67031,FLYING J CARDLOCK #798,HWY 91,Delta,BC,800,5.17697241,49.1457193,-122.9427391
67031,FLYING J CARDLOCK #798,HWY 91,Delta,BC,800,5.18765839,49.1457193,-122.9427391
67031,FLYING J CARDLOCK #798,HWY 91,Delta,BC,800,5.17811523,49.1457193,-122.9427391
67031,FLYING J CARDLOCK #798,HWY 91,Delta,BC,800,5.18842336,49.1457193,-122.9427391
67031,FLYING J CARDLOCK #798,HWY 91,Delta,BC,800,5.1758301,49.1457193,-122.9427391
67034,LOVES TRAVEL STOP #356,"I-75, EXIT 167",North Baltimore,OH,550,3.34733333,41.1803508,-83.6494348
67037,LOVES TRAVEL STOP #332,I-71 EXIT 204,Burbank,OH,305,3.689,39.6390794,-83.5662558
67038,PILOT TRAVEL CENTERS #260,US-82/SR-520 & SR-300,Albany,GA,10,3.799,31.4717462,-83.6538637
67038,PILOT TRAVEL CENTER #260,US-82/SR-520 & SR-300,Albany,GA,10,3.799,31.4717462,-83.6538637
67039,ROAD RANGER #145,"I-44, EXIT 275",Fenton,MO,540,3.359,38.5427136,-90.4421227
67040,FLYING J TRAVEL PLAZA #603,US-431/SR-210 & US-231/SR-1,Dothan,AL,20,3.999,31.2490792,-85.4245128
67041,CIRCLE K #4707040,"I-95, EXIT 133 & US-201",Skowhegan,ME,170,3.72566666,43.9423728,-69.9687646
67044,PILOT TRAVEL CENTER #1212,"I-10, EXIT 45",Salome,AZ,930,3.959,30.5279928,-99.852776
67044,PILOT #1212,"I-10, EXIT 45",Salome,AZ,930,3.959,30.5279928,-99.852776
67047,Circle K #2746490,"I-90, EXIT 332",Mitchell,SD,455,3.064,43.6914092,-98.0449294
67049,FLYING J TRAVEL PLAZA #785,"HWY 2, EXIT 240",Calgary                                 ,AB,50,4.59317483,51.026561,-113.9994844
67049,FLYING J TRAVEL PLAZA #785,"HWY 2, EXIT 240",Calgary                                 ,AB,50,4.59216111,51.026561,-113.9994844
67049,FLYING J TRAVEL PLAZA #785,"HWY 2, EXIT 240",Calgary                                 ,AB,50,4.59114784,51.026561,-113.9994844
67049,FLYING J TRAVEL PLAZA #785,"HWY 2, EXIT 240",Calgary                                 ,AB,50,4.60163996,51.026561,-113.9994844
67049,FLYING J TRAVEL PLAZA #785,"HWY 2, EXIT 240",Calgary                                 ,AB,50,4.60231851,51.026561,-113.9994844
67049,FLYING J TRAVEL PLAZA #785,"HWY 2, EXIT 240",Calgary                                 ,AB,50,4.59452716,51.026561,-113.9994844
67051,PILOT TRAVEL CENTERS #208,"I-44, EXIT 257",Pacific                                 ,MO,540,3.324,38.489298,-90.7456005
67053,TA LAREDO TRAVEL CENTER,"I-35/US-83, EXIT 13",Laredo,TX,693,3.649,27.7509034,-99.4404615
67054,LOVES TRAVEL STOPS #436,"I-80, EXIT 118",Salt Lake City,UT,835,3.649,40.7489819,-111.9089232
67054,LOVES TRAVEL STOP #436,"I-80, EXIT 118",Salt Lake City,UT,835,3.777,40.7489819,-111.9089232
67055,FLYING J TRAVEL PLAZA #641,I-15,Mccammon,ID,825,3.749,42.640719,-112.2060896
67056,Arco,US-2 & US-59,Erskine,MN,355,3.399,38.31965,-95.2512128
67057,PILOT TRAVEL CENTERS #146,"I-90, EXIT 12",Castleton On Hudson,NY,12,3.999,43.934,-91.8130177
67058,PILOT TRAVEL CENTERS #368,"I-72, EXIT 144",Decatur                                 ,IL,280,3.599,39.9089977,-88.9373508
67058,PILOT TRAVEL CENTER #368,"I-72, EXIT 144",Decatur                                 ,IL,280,3.559,39.9089977,-88.9373508
67058,PILOT TRAVEL CENTER #368,"I-72, EXIT 144",Decatur                                 ,IL,280,3.459,39.9089977,-88.9373508
67058,PILOT TRAVEL CENTERS #368,"I-72, EXIT 144",Decatur                                 ,IL,280,3.499,39.9089977,-88.9373508
67060,PILOT TRAVEL CENTERS #151,"I-5, EXIT 99NE",Olympia,WA,977,4.599,47.0361915,-122.8767864
67063,PILOT TRAVEL CENTERS #330,"I-35, EXIT 184 SW",New Braunfels,TX,740,3.399,29.6852291,-98.1304619
67064,LOVES TRAVEL STOP #385,"I-40, EXIT 101 & US-281",Hinton,OK,483,3.38566666,35.5290656,-98.3480992
67065,TA GREENWOOD TRAVEL CENTER,"I-20, EXIT 5 & US-79",Greenwood,LA,745,3.16566666,32.445635,-93.9648907
67066,LOVES TRAVEL STOP #361,"I-80, EXIT 168",Newton,IA,320,3.76233333,41.6829331,-93.0347597
67067,LOVES TRAVEL STOP #377,"I-76/US-6, EXIT 31 & SR-52",Hudson,CO,800,3.459,40.0735941,-104.6430199
67069,FLYING J FUEL STOP #621,"I-70, EXIT 359 & US-24",Limon,CO,800,3.899,39.2733012,-103.6899678
67069,FLYING J TRAVEL PLAZA #621,"I-70, EXIT 359 & US-24",Limon,CO,800,3.874,39.2733012,-103.6899678
67070,CASEYS #4225,"SR-155N, EXIT 26-A",Nashville,TN,460,3.06233333,36.1626638,-86.7816016
67071,FAS MART #5154,"I-270, EXIT 3 & SR-3",Hartford,IL,574,3.299,38.816548,-90.0986432
67071,FAS MART #5154,"I-270, EXIT 3 & SR-3",Hartford,IL,574,3.279,38.816548,-90.0986432
67073,PILOT TRAVEL CENTERS #81,"I-79, EXIT 99",Portersville,PA,165,4.259,40.9214446,-80.1331844
67075,CM FOREST GOLD,SR-16,Amite,LA,600,3.399,30.7266004,-90.5139603
67076,CASH MAGIC LUCKY MAGNOLIA,SR-63/SR-16,Denham Springs,LA,600,3.399,30.6474106,-90.9075007
67077,CASH MAGIC BROUSSARD SOUTH,US-90,Broussard,LA,600,3.399,30.1540806,-91.9625738
67078,CASH MAGIC SILVER FOX,SR-63/SR-16,Denham Springs,LA,600,3.399,30.6474106,-90.9075007
67081,LOVES TRAVEL STOP #376,"I-85/SR-403, EXIT 28 & SR-54/SR-100",Hogansville,GA,18,3.689,33.1594852,-84.8628603
67082,PILOT TRAVEL CENTERS #179,"I-81, EXIT 5-B",Hagerstown,MD,22,3.959,39.6510177,-77.7522466
67085,PILOT TRAVEL CENTERS #210,"I-287, EXIT 66 & SR-17",Mahwah,NJ,105,3.899,41.0448022,-74.1150846
67086,SPEEDWAY #7945,SR-24,Swansboro,NC,205,3.699,34.7002842,-77.1450452
67087,SPEEDWAY #8189,"I-40, EXIT 408 & SR-210 & US-117",Rocky Point,NC,245,3.60566666,34.3714582,-77.7154006
67088,PILOT #4580,"I-26, EXIT 82",Prosperity,SC,30,3.42566666,34.3154473,-81.5817733
67090,LOVES TRAVEL STOP #373,US-69 & PLATTER RD,Calera,OK,253,3.229,33.910573,-96.459982
67091,SPEEDWAY #7903,SR-211,Raeford,NC,63,3.699,34.9844523,-79.2379244
67092,SPEEDWAY #8288,US-64 & SR-149,Plymouth,NC,177,3.20733333,35.8353372,-76.7658532
67094,SPEEDWAY #7943,US-64/SR-49 & US-220,Asheboro,NC,65,3.54233333,35.7216889,-79.7550119
